Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
June 30 2021,Fairfax,VA,Passenger,4,4,8,692,700,1.14
June 30 2021,Grant,WA,Truck,0,0,0,27920,27920,0.00
June 30 2021,Anchorage,AK,Passenger,1,0,1,137,138,0.72
June 30 2021,Bartow,GA,Passenger,0,1,1,2,3,33.33
June 30 2021,Calvert,MD,Passenger,0,2,2,89,91,2.20
June 30 2021,Chesapeake,VA,Passenger,0,4,4,391,395,1.01
June 30 2021,DeKalb,GA,Passenger,1,0,1,57,58,1.72
June 30 2021,Norfolk,VA,Passenger,2,3,5,320,325,1.54
June 30 2021,Nueces,TX,Passenger,1,0,1,74,75,1.33
June 30 2021,Prince William,VA,Passenger,1,1,2,209,211,0.95
June 30 2021,Rockingham,NH,Passenger,1,0,1,23,24,4.17
June 30 2021,Rogers,OK,Passenger,1,0,1,4,5,20.00
June 30 2021,Santa Cruz,CA,Passenger,1,0,1,26,27,3.70
April 30 2021,Clackamas,OR,Passenger,2,0,2,178,180,1.11
April 30 2021,Clark,NV,Passenger,3,3,6,634,640,0.94
April 30 2021,Douglas,CO,Passenger,0,1,1,75,76,1.32
April 30 2021,Duval,FL,Passenger,0,2,2,341,343,0.58
April 30 2021,Ferry,WA,Truck,0,0,0,3648,3648,0.00
April 30 2021,Franklin,WA,Passenger,109,95,204,61954,62158,0.33
July 31 2021,Chesapeake,VA,Passenger,0,4,4,390,394,1.02
July 31 2021,Collin,TX,Passenger,1,1,2,105,107,1.87
July 31 2021,Columbia,WA,Truck,0,0,0,1555,1555,0.00
July 31 2021,DeKalb,GA,Passenger,1,0,1,56,57,1.75
July 31 2021,Franklin,WA,Truck,0,0,0,20727,20727,0.00
July 31 2021,Grays Harbor,WA,Truck,0,0,0,21413,21413,0.00
June 30 2021,Juneau,AK,Passenger,0,1,1,26,27,3.70
June 30 2021,King,WA,Truck,6,1,7,184643,184650,0.00
June 30 2021,Lee,FL,Passenger,1,0,1,34,35,2.86
June 30 2021,New Haven,CT,Passenger,0,2,2,29,31,6.45
July 31 2021,Ferry,WA,Passenger,9,3,12,4379,4391,0.27
July 31 2021,Fort Bend,TX,Passenger,1,0,1,36,37,2.70
July 31 2021,Grant,WA,Truck,0,0,0,27944,27944,0.00
July 31 2021,Harnett,NC,Passenger,1,1,2,169,171,1.17
July 31 2021,Hidalgo,TX,Passenger,0,1,1,54,55,1.82
July 31 2021,Honolulu,HI,Passenger,5,1,6,384,390,1.54
July 31 2021,Howard,IN,Passenger,0,1,1,5,6,16.67
July 31 2021,Howard,MD,Passenger,0,1,1,61,62,1.61
July 31 2021,Jefferson,WA,Truck,0,0,0,9619,9619,0.00
June 30 2021,Ferry,WA,Passenger,9,3,12,4373,4385,0.27
June 30 2021,Fort Bend,TX,Passenger,1,0,1,36,37,2.70
June 30 2021,Garfield,WA,Truck,0,0,0,997,997,0.00
June 30 2021,Hennepin,MN,Passenger,3,0,3,73,76,3.95
June 30 2021,Houston,GA,Passenger,1,0,1,43,44,2.27
August 31 2021,Franklin,WA,Truck,0,0,0,20720,20720,0.00
August 31 2021,Hamilton,IN,Passenger,2,0,2,30,32,6.25
August 31 2021,Hampshire,MA,Passenger,1,0,1,6,7,14.29
August 31 2021,Island,WA,Passenger,645,319,964,63267,64231,1.50
August 31 2021,Kern,CA,Passenger,0,1,1,205,206,0.49
August 31 2021,King,WA,Truck,5,1,6,184069,184075,0.00
August 31 2021,Kittitas,WA,Truck,0,0,0,14780,14780,0.00
June 30 2021,Snohomish,WA,Passenger,5885,2049,7934,540383,548317,1.45
June 30 2021,Wahkiakum,WA,Passenger,15,8,23,3109,3132,0.73
June 30 2021,Williams,ND,Passenger,0,1,1,7,8,12.50
April 30 2021,Montgomery,PA,Passenger,1,0,1,24,25,4.00
April 30 2021,Pacific,WA,Passenger,41,41,82,16073,16155,0.51
April 30 2021,Pend Oreille,WA,Passenger,14,5,19,9303,9322,0.20
April 30 2021,Pennington,SD,Passenger,1,0,1,31,32,3.12
April 30 2021,Prince William,VA,Passenger,1,1,2,212,214,0.93
April 30 2021,Salt Lake,UT,Passenger,0,2,2,166,168,1.19
April 30 2021,Skamania,WA,Passenger,40,30,70,8365,8435,0.83
July 31 2021,Larimer,CO,Passenger,1,0,1,49,50,2.00
July 31 2021,Milwaukee,WI,Passenger,1,0,1,39,40,2.50
July 31 2021,Multnomah,OR,Passenger,2,6,8,625,633,1.26
July 31 2021,Nassau,NY,Passenger,2,0,2,25,27,7.41
July 31 2021,Okanogan,WA,Passenger,65,43,108,26543,26651,0.41
July 31 2021,Oldham,KY,Passenger,0,1,1,4,5,20.00
April 30 2021,Harnett,NC,Passenger,1,1,2,177,179,1.12
April 30 2021,Honolulu,HI,Passenger,5,1,6,402,408,1.47
April 30 2021,Howard,IN,Passenger,0,1,1,3,4,25.00
April 30 2021,Howard,MD,Passenger,0,1,1,65,66,1.52
April 30 2021,Jefferson,WA,Truck,0,0,0,9624,9624,0.00
April 30 2021,Klamath,OR,Passenger,1,0,1,29,30,3.33
April 30 2021,Lane,OR,Passenger,0,1,1,127,128,0.78
April 30 2021,Lincoln,WA,Truck,0,0,0,4752,4752,0.00
June 30 2021,Oldham,KY,Passenger,0,1,1,4,5,20.00
June 30 2021,Owyhee,ID,Passenger,1,0,1,3,4,25.00
June 30 2021,Pennington,SD,Passenger,1,0,1,29,30,3.33
June 30 2021,RÃ­o Grande,PR,Passenger,1,0,1,0,1,100.00
June 30 2021,Richmond,NY,Passenger,1,0,1,8,9,11.11
June 30 2021,Sevier,AR,Passenger,0,1,1,0,1,100.00
June 30 2021,Shelby,OH,Passenger,0,1,1,1,2,50.00
June 30 2021,Skamania,WA,Passenger,44,34,78,8405,8483,0.92
June 30 2021,Spokane,WA,Passenger,1069,646,1715,326539,328254,0.52
June 30 2021,St. Clair,IL,Passenger,2,0,2,135,137,1.46
June 30 2021,St. Louis,MO,Passenger,1,0,1,82,83,1.20
July 31 2021,Jones,GA,Passenger,1,0,1,1,2,50.00
July 31 2021,Kern,CA,Passenger,0,1,1,212,213,0.47
July 31 2021,Kitsap,WA,Passenger,1911,871,2782,180699,183481,1.52
July 31 2021,Kittitas,WA,Truck,0,0,0,14791,14791,0.00
July 31 2021,Klickitat,WA,Truck,0,0,0,8313,8313,0.00
April 30 2021,Rockingham,NH,Passenger,1,0,1,25,26,3.85
August 31 2021,Loudoun,VA,Passenger,1,0,1,71,72,1.39
August 31 2021,Mason,WA,Passenger,227,147,374,48085,48459,0.77
August 31 2021,Montgomery,TX,Passenger,1,1,2,38,40,5.00
August 31 2021,New London,CT,Passenger,1,3,4,219,223,1.79
August 31 2021,Newport,RI,Passenger,1,0,1,74,75,1.33
August 31 2021,Orange,FL,Passenger,1,0,1,108,109,0.92
August 31 2021,Pennington,SD,Passenger,1,0,1,30,31,3.23
August 31 2021,Pierce,WA,Passenger,3774,2030,5804,559270,565074,1.03
July 31 2021,Allen,IN,Passenger,1,0,1,15,16,6.25
July 31 2021,Asotin,WA,Passenger,21,17,38,12713,12751,0.30
July 31 2021,Denver,CO,Passenger,1,0,1,113,114,0.88
July 31 2021,Douglas,OR,Passenger,1,0,1,29,30,3.33
July 31 2021,Douglas,WA,Truck,0,0,0,12699,12699,0.00
July 31 2021,El Dorado,CA,Passenger,1,0,1,30,31,3.23
July 31 2021,El Paso,CO,Passenger,3,0,3,679,682,0.44
June 30 2021,King,WA,Passenger,30505,9159,39664,1368719,1408383,2.82
June 30 2021,Kittitas,WA,Passenger,160,67,227,29986,30213,0.75
June 30 2021,Kittitas,WA,Truck,0,0,0,14784,14784,0.00
June 30 2021,Larimer,CO,Passenger,1,0,1,50,51,1.96
June 30 2021,Lincoln,WA,Passenger,5,13,18,7740,7758,0.23
June 30 2021,Montgomery,PA,Passenger,1,0,1,24,25,4.00
June 30 2021,Montgomery,TN,Passenger,1,0,1,230,231,0.43
June 30 2021,Nassau,NY,Passenger,2,0,2,25,27,7.41
April 30 2021,Tulsa,OK,Passenger,1,0,1,39,40,2.50
April 30 2021,Utah,UT,Passenger,0,1,1,118,119,0.84
April 30 2021,Washington,MD,Passenger,1,0,1,11,12,8.33
April 30 2021,Whatcom,WA,Passenger,1355,583,1938,151171,153109,1.27
April 30 2021,Wichita,TX,Passenger,1,0,1,39,40,2.50
May 31 2021,Anne Arundel,MD,Passenger,4,2,6,388,394,1.52
May 31 2021,Benton,WA,Truck,0,0,0,43673,43673,0.00
July 31 2021,RÃ­o Grande,PR,Passenger,1,0,1,0,1,100.00
July 31 2021,Rockdale,GA,Passenger,1,0,1,9,10,10.00
July 31 2021,Sacramento,CA,Passenger,2,0,2,215,217,0.92
July 31 2021,San Francisco,CA,Passenger,0,1,1,80,81,1.23
July 31 2021,Skamania,WA,Truck,0,0,0,4025,4025,0.00
July 31 2021,St. Mary's,MD,Passenger,1,0,1,206,207,0.48
July 31 2021,Thurston,WA,Truck,0,0,0,56526,56526,0.00
July 31 2021,Travis,TX,Passenger,2,3,5,151,156,3.21
June 30 2021,Walla Walla,WA,Passenger,113,74,187,36623,36810,0.51
June 30 2021,Yakima,WA,Truck,0,0,0,61732,61732,0.00
July 31 2021,Adams,WA,Truck,0,0,0,5392,5392,0.00
July 31 2021,Alameda,CA,Passenger,4,0,4,229,233,1.72
July 31 2021,Anne Arundel,MD,Passenger,4,3,7,380,387,1.81
July 31 2021,Middlesex,MA,Passenger,1,1,2,95,97,2.06
July 31 2021,Montgomery,TX,Passenger,1,1,2,38,40,5.00
July 31 2021,Moore,NC,Passenger,0,1,1,131,132,0.76
July 31 2021,New London,CT,Passenger,1,2,3,221,224,1.34
July 31 2021,Okaloosa,FL,Passenger,0,1,1,114,115,0.87
July 31 2021,Onslow,NC,Passenger,0,1,1,183,184,0.54
July 31 2021,Orange,CA,Passenger,5,3,8,413,421,1.90
July 31 2021,Orange,FL,Passenger,1,0,1,106,107,0.93
July 31 2021,Pacific,WA,Truck,0,0,0,7960,7960,0.00
July 31 2021,Pend Oreille,WA,Truck,0,0,0,5748,5748,0.00
July 31 2021,Philadelphia,PA,Passenger,1,0,1,46,47,2.13
July 31 2021,Pima,AZ,Passenger,2,1,3,273,276,1.09
July 31 2021,Placer,CA,Passenger,2,0,2,75,77,2.60
July 31 2021,Riverside,CA,Passenger,5,1,6,534,540,1.11
July 31 2021,Saginaw,MI,Passenger,1,0,1,6,7,14.29
July 31 2021,San Juan,WA,Truck,0,0,0,5954,5954,0.00
April 30 2021,San Juan,WA,Passenger,406,125,531,14148,14679,3.62
April 30 2021,Sedgwick,KS,Passenger,1,1,2,84,86,2.33
April 30 2021,St. Mary's,MD,Passenger,1,0,1,212,213,0.47
April 30 2021,Thurston,WA,Passenger,1494,835,2329,198125,200454,1.16
April 30 2021,Thurston,WA,Truck,0,0,0,56734,56734,0.00
April 30 2021,Washington,OR,Passenger,1,0,1,387,388,0.26
April 30 2021,Williams,ND,Passenger,0,1,1,9,10,10.00
July 31 2021,Carroll,NH,Passenger,0,1,1,5,6,16.67
July 31 2021,Charles,MD,Passenger,1,1,2,71,73,2.74
July 31 2021,Clark,WA,Truck,0,0,0,84273,84273,0.00
July 31 2021,Danville,VA,Passenger,1,0,1,0,1,100.00
July 31 2021,Denton,TX,Passenger,1,0,1,79,80,1.25
July 31 2021,Douglas,NE,Passenger,1,1,2,52,54,3.70
July 31 2021,DuPage,IL,Passenger,1,0,1,52,53,1.89
July 31 2021,Erie,NY,Passenger,1,0,1,36,37,2.70
July 31 2021,El Paso,TX,Passenger,3,0,3,367,370,0.81
July 31 2021,Garfield,WA,Truck,0,0,0,1003,1003,0.00
July 31 2021,Gwinnett,GA,Passenger,1,0,1,62,63,1.59
July 31 2021,Jefferson,WA,Passenger,339,183,522,24891,25413,2.05
July 31 2021,King,WA,Truck,5,1,6,184369,184375,0.00
July 31 2021,Kings,CA,Passenger,1,0,1,322,323,0.31
July 31 2021,Lake,FL,Passenger,1,0,1,21,22,4.55
August 31 2021,Portsmouth,VA,Passenger,0,1,1,73,74,1.35
August 31 2021,Saginaw,MI,Passenger,1,0,1,6,7,14.29
August 31 2021,Salt Lake,UT,Passenger,0,2,2,153,155,1.29
August 31 2021,San Juan,WA,Truck,0,0,0,5975,5975,0.00
August 31 2021,Skagit,WA,Passenger,620,287,907,91731,92638,0.98
August 31 2021,Ventura,CA,Passenger,1,2,3,258,261,1.15
August 31 2021,Wahkiakum,WA,Passenger,16,8,24,3079,3103,0.77
July 31 2021,Stafford,VA,Passenger,2,1,3,97,100,3.00
July 31 2021,Suffolk,VA,Passenger,1,0,1,122,123,0.81
July 31 2021,Ventura,CA,Passenger,1,2,3,259,262,1.15
June 30 2021,Okanogan,WA,Passenger,63,38,101,26514,26615,0.38
June 30 2021,Okanogan,WA,Truck,0,0,0,16759,16759,0.00
June 30 2021,Penobscot,ME,Passenger,0,1,1,8,9,11.11
June 30 2021,Queens,NY,Passenger,2,0,2,48,50,4.00
June 30 2021,Sacramento,CA,Passenger,2,0,2,217,219,0.91
June 30 2021,San Francisco,CA,Passenger,0,1,1,81,82,1.22
June 30 2021,Santa Clara,CA,Passenger,7,2,9,246,255,3.53
June 30 2021,Suffolk,VA,Passenger,1,0,1,122,123,0.81
June 30 2021,Travis,TX,Passenger,2,3,5,155,160,3.12
July 31 2021,Greene,MO,Passenger,0,1,1,28,29,3.45
July 31 2021,Kitsap,WA,Truck,0,0,0,54436,54436,0.00
July 31 2021,Lee,FL,Passenger,1,0,1,32,33,3.03
July 31 2021,Loudoun,VA,Passenger,1,0,1,71,72,1.39
May 31 2021,Chelan,WA,Truck,0,0,0,23104,23104,0.00
May 31 2021,Clark,WA,Truck,0,0,0,84191,84191,0.00
May 31 2021,Cowlitz,WA,Passenger,218,136,354,72452,72806,0.49
May 31 2021,Danville,VA,Passenger,1,0,1,0,1,100.00
May 31 2021,Denver,CO,Passenger,1,0,1,107,108,0.93
May 31 2021,El Paso,TX,Passenger,3,0,3,378,381,0.79
May 31 2021,Flathead,MT,Passenger,1,0,1,44,45,2.22
May 31 2021,Fort Bend,TX,Passenger,1,0,1,36,37,2.70
May 31 2021,Garfield,WA,Truck,0,0,0,998,998,0.00
May 31 2021,Goochland,VA,Passenger,4,2,6,217,223,2.69
May 31 2021,Greene,MO,Passenger,0,1,1,29,30,3.33
August 31 2021,Yamhill,OR,Passenger,1,0,1,31,32,3.12
September 30 2021,Adams,WA,Passenger,16,14,30,13047,13077,0.23
September 30 2021,Asotin,WA,Truck,0,0,0,6753,6753,0.00
September 30 2021,Baltimore,MD,Passenger,1,0,1,90,91,1.10
September 30 2021,Bartow,GA,Passenger,0,1,1,2,3,33.33
July 31 2021,Lincoln,WA,Passenger,6,15,21,7725,7746,0.27
July 31 2021,Missoula,MT,Passenger,1,0,1,51,52,1.92
July 31 2021,Montgomery,PA,Passenger,1,0,1,24,25,4.00
July 31 2021,Owyhee,ID,Passenger,1,0,1,2,3,33.33
July 31 2021,Pacific,WA,Passenger,46,53,99,16033,16132,0.61
July 31 2021,Pennington,SD,Passenger,1,0,1,30,31,3.23
July 31 2021,Penobscot,ME,Passenger,0,1,1,8,9,11.11
May 31 2021,Allen,IN,Passenger,1,0,1,16,17,5.88
May 31 2021,Anchorage,AK,Passenger,1,0,1,141,142,0.70
May 31 2021,Asotin,WA,Passenger,19,14,33,12703,12736,0.26
May 31 2021,Bexar,TX,Passenger,3,4,7,527,534,1.31
May 31 2021,Broward,FL,Passenger,1,0,1,102,103,0.97
May 31 2021,Chelan,WA,Passenger,322,98,420,54731,55151,0.76
May 31 2021,Chesapeake,VA,Passenger,0,4,4,389,393,1.02
July 31 2021,Walla Walla,WA,Passenger,115,76,191,36577,36768,0.52
July 31 2021,Walla Walla,WA,Truck,0,0,0,14059,14059,0.00
July 31 2021,Washington,OR,Passenger,1,0,1,369,370,0.27
July 31 2021,Whitman,WA,Passenger,61,49,110,21946,22056,0.50
July 31 2021,Williams,ND,Passenger,0,1,1,7,8,12.50
August 31 2021,Adams,WA,Truck,0,0,0,5413,5413,0.00
August 31 2021,Allen,IN,Passenger,1,0,1,15,16,6.25
August 31 2021,Anchorage,AK,Passenger,1,0,1,136,137,0.73
August 31 2021,Asotin,WA,Passenger,21,17,38,12732,12770,0.30
August 31 2021,Bexar,TX,Passenger,3,4,7,507,514,1.36
August 31 2021,Broward,FL,Passenger,2,0,2,103,105,1.90
May 31 2021,Harnett,NC,Passenger,1,1,2,175,177,1.13
May 31 2021,Harris,TX,Passenger,1,1,2,192,194,1.03
May 31 2021,Hawaii,HI,Passenger,1,0,1,46,47,2.13
May 31 2021,Honolulu,HI,Passenger,5,1,6,397,403,1.49
May 31 2021,Jefferson,WA,Truck,0,0,0,9617,9617,0.00
July 31 2021,Pend Oreille,WA,Passenger,15,7,22,9267,9289,0.24
July 31 2021,Richland,SC,Passenger,0,1,1,138,139,0.72
July 31 2021,Salt Lake,UT,Passenger,0,2,2,157,159,1.26
July 31 2021,Yakima,WA,Passenger,236,161,397,169327,169724,0.23
July 31 2021,Yamhill,OR,Passenger,1,0,1,32,33,3.03
August 31 2021,Albemarle,VA,Passenger,1,0,1,21,22,4.55
August 31 2021,Benton,WA,Passenger,567,410,977,136230,137207,0.71
August 31 2021,Calvert,MD,Passenger,0,2,2,85,87,2.30
August 31 2021,Champaign,IL,Passenger,1,0,1,11,12,8.33
August 31 2021,Cowlitz,WA,Truck,0,1,1,29089,29090,0.00
July 31 2021,Prince William,VA,Passenger,1,1,2,200,202,0.99
July 31 2021,Queens,NY,Passenger,2,0,2,46,48,4.17
July 31 2021,Rockingham,NH,Passenger,1,0,1,23,24,4.17
July 31 2021,Rogers,OK,Passenger,1,0,1,4,5,20.00
July 31 2021,Sonoma,CA,Passenger,0,1,1,78,79,1.27
July 31 2021,St. Louis,MO,Passenger,1,0,1,81,82,1.22
July 31 2021,Stevens,WA,Truck,0,0,0,18925,18925,0.00
June 30 2021,Ventura,CA,Passenger,1,2,3,264,267,1.12
June 30 2021,Virginia Beach,VA,Passenger,3,0,3,617,620,0.48
June 30 2021,Walla Walla,WA,Truck,0,0,0,14080,14080,0.00
June 30 2021,Washington,MD,Passenger,1,0,1,12,13,7.69
June 30 2021,Whitman,WA,Passenger,58,47,105,22000,22105,0.48
June 30 2021,Whitman,WA,Truck,0,0,0,8586,8586,0.00
June 30 2021,Williamson,TX,Passenger,0,1,1,102,103,0.97
July 31 2021,Allegheny,PA,Passenger,1,1,2,60,62,3.23
July 31 2021,Arlington,VA,Passenger,0,1,1,132,133,0.75
July 31 2021,Benton,WA,Truck,0,0,0,43657,43657,0.00
August 31 2021,Douglas,CO,Passenger,0,1,1,74,75,1.33
August 31 2021,Essex,NJ,Passenger,2,0,2,9,11,18.18
August 31 2021,Houston,GA,Passenger,1,0,1,42,43,2.33
August 31 2021,Island,WA,Truck,0,0,0,21593,21593,0.00
August 31 2021,Jefferson,NY,Passenger,0,1,1,205,206,0.49
August 31 2021,Carroll,MD,Passenger,0,1,1,18,19,5.26
August 31 2021,Clallam,WA,Truck,1,0,1,22027,22028,0.00
August 31 2021,DuPage,IL,Passenger,1,0,1,52,53,1.89
August 31 2021,El Paso,CO,Passenger,3,0,3,675,678,0.44
August 31 2021,Erie,NY,Passenger,1,0,1,35,36,2.78
August 31 2021,Garfield,WA,Passenger,0,3,3,1370,1373,0.22
September 30 2021,Chesapeake,VA,Passenger,1,3,4,384,388,1.03
September 30 2021,Clackamas,OR,Passenger,2,0,2,166,168,1.19
September 30 2021,DeKalb,GA,Passenger,1,0,1,55,56,1.79
September 30 2021,Ferry,WA,Passenger,10,3,13,4403,4416,0.29
September 30 2021,Franklin,WA,Passenger,138,100,238,62131,62369,0.38
September 30 2021,Franklin,WA,Truck,0,0,0,20719,20719,0.00
September 30 2021,Hennepin,MN,Passenger,3,0,3,69,72,4.17
May 31 2021,Multnomah,OR,Passenger,2,5,7,642,649,1.08
May 31 2021,Nassau,NY,Passenger,3,0,3,24,27,11.11
May 31 2021,Newport,RI,Passenger,1,0,1,76,77,1.30
May 31 2021,Okanogan,WA,Passenger,61,37,98,26416,26514,0.37
May 31 2021,Penobscot,ME,Passenger,0,1,1,9,10,10.00
May 31 2021,Pinellas,FL,Passenger,0,1,1,93,94,1.06
May 31 2021,Queens,NY,Passenger,2,0,2,47,49,4.08
May 31 2021,Richland,SC,Passenger,0,1,1,143,144,0.69
July 31 2021,Washington,MD,Passenger,2,0,2,12,14,14.29
July 31 2021,Whitman,WA,Truck,0,0,0,8592,8592,0.00
July 31 2021,Wichita,TX,Passenger,1,0,1,37,38,2.63
July 31 2021,Williamson,TX,Passenger,0,1,1,99,100,1.00
August 31 2021,Allegheny,PA,Passenger,1,1,2,59,61,3.28
August 31 2021,Benton,WA,Truck,0,0,0,43612,43612,0.00
August 31 2021,Carroll,NH,Passenger,0,1,1,5,6,16.67
August 31 2021,Carson City,NV,Passenger,1,0,1,11,12,8.33
May 31 2021,El Paso,CO,Passenger,3,0,3,687,690,0.43
May 31 2021,Hampshire,MA,Passenger,1,0,1,6,7,14.29
May 31 2021,Harrison,MS,Passenger,2,0,2,53,55,3.64
May 31 2021,Island,WA,Passenger,599,310,909,63253,64162,1.42
May 31 2021,King,WA,Truck,6,1,7,184700,184707,0.00
May 31 2021,Kings,NY,Passenger,1,0,1,65,66,1.52
May 31 2021,Kittitas,WA,Truck,0,0,0,14767,14767,0.00
July 31 2021,Skamania,WA,Passenger,51,36,87,8408,8495,1.02
July 31 2021,Whatcom,WA,Passenger,1475,619,2094,150682,152776,1.37
August 31 2021,Anne Arundel,MD,Passenger,5,3,8,370,378,2.12
July 31 2021,Carson City,NV,Passenger,1,0,1,11,12,8.33
July 31 2021,Charleston,SC,Passenger,1,0,1,84,85,1.18
July 31 2021,Clallam,WA,Truck,1,0,1,22037,22038,0.00
July 31 2021,Clark,WA,Passenger,2978,1457,4435,322445,326880,1.36
July 31 2021,Cumberland,NC,Passenger,0,2,2,427,429,0.47
July 31 2021,District of Columbia,DC,Passenger,5,1,6,194,200,3.00
July 31 2021,Fresno,CA,Passenger,1,0,1,167,168,0.60
July 31 2021,Goochland,VA,Passenger,4,2,6,205,211,2.84
August 31 2021,Harrison,MS,Passenger,2,0,2,55,57,3.51
August 31 2021,Kings,NY,Passenger,1,0,1,65,66,1.52
August 31 2021,Kitsap,WA,Truck,0,0,0,54414,54414,0.00
August 31 2021,Lake,IL,Passenger,2,0,2,158,160,1.25
August 31 2021,Lewis,WA,Passenger,181,151,332,59646,59978,0.55
August 31 2021,Manassas,VA,Passenger,0,1,1,5,6,16.67
May 31 2021,Okanogan,WA,Truck,0,0,0,16757,16757,0.00
May 31 2021,Owyhee,ID,Passenger,1,0,1,3,4,25.00
May 31 2021,Pennington,SD,Passenger,1,0,1,30,31,3.23
May 31 2021,Pierce,WA,Passenger,3383,1940,5323,560113,565436,0.94
May 31 2021,Platte,MO,Passenger,1,0,1,16,17,5.88
May 31 2021,Portsmouth,VA,Passenger,0,1,1,74,75,1.33
May 31 2021,Prince George's,MD,Passenger,2,1,3,136,139,2.16
August 31 2021,King,WA,Passenger,32301,9543,41844,1366147,1407991,2.97
August 31 2021,Lincoln,WA,Truck,0,0,0,4774,4774,0.00
