Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
September 30 2019,Penobscot,ME,Passenger,0,1,1,13,14,7.14
September 30 2019,Pinellas,FL,Passenger,1,1,2,109,111,1.80
September 30 2019,Santa Clara,CA,Passenger,3,2,5,358,363,1.38
September 30 2019,Spokane,WA,Truck,1,0,1,95771,95772,0.00
September 30 2019,Stevens,WA,Truck,0,0,0,18752,18752,0.00
August 31 2019,Caddo,LA,Passenger,0,1,1,20,21,4.76
August 31 2019,Clallam,WA,Truck,1,0,1,21823,21824,0.00
August 31 2019,Cochise,AZ,Passenger,0,1,1,107,108,0.93
August 31 2019,Contra Costa,CA,Passenger,2,1,3,376,379,0.79
August 31 2019,Cook,IL,Passenger,1,0,1,236,237,0.42
August 31 2019,Deschutes,OR,Passenger,2,0,2,151,153,1.31
August 31 2019,Douglas,WA,Passenger,61,36,97,28183,28280,0.34
October 31 2019,Island,WA,Truck,0,0,0,21320,21320,0.00
October 31 2019,Jefferson,NY,Passenger,0,2,2,213,215,0.93
October 31 2019,Juneau,AK,Passenger,0,2,2,28,30,6.67
October 31 2019,Kent,MI,Passenger,0,1,1,23,24,4.17
October 31 2019,Kootenai,ID,Passenger,1,1,2,222,224,0.89
October 31 2019,Lewis,WA,Passenger,108,102,210,59450,59660,0.35
October 31 2019,Lincoln,WA,Truck,0,0,0,4691,4691,0.00
October 31 2019,Mason,WA,Truck,0,0,0,20469,20469,0.00
December 31 2019,Lewis,WA,Passenger,106,102,208,59558,59766,0.35
December 31 2019,Mason,WA,Passenger,142,136,278,47643,47921,0.58
December 31 2019,Montgomery,TX,Passenger,1,0,1,55,56,1.79
December 31 2019,Newport,RI,Passenger,1,0,1,85,86,1.16
December 31 2019,Norfolk,VA,Passenger,1,2,3,354,357,0.84
December 31 2019,Nueces,TX,Passenger,1,1,2,85,87,2.30
December 31 2019,Owyhee,ID,Passenger,1,0,1,3,4,25.00
December 31 2019,Pierce,WA,Passenger,2129,1652,3781,547975,551756,0.69
November 30 2019,Penobscot,ME,Passenger,0,1,1,13,14,7.14
November 30 2019,Queens,NY,Passenger,1,0,1,54,55,1.82
November 30 2019,San Francisco,CA,Passenger,2,1,3,97,100,3.00
November 30 2019,Shelby,TN,Passenger,0,1,1,96,97,1.03
November 30 2019,Skamania,WA,Truck,0,0,0,4096,4096,0.00
November 30 2019,St. Mary's,MD,Passenger,1,0,1,220,221,0.45
November 30 2019,Virginia Beach,VA,Passenger,1,0,1,706,707,0.14
November 30 2019,Volusia,FL,Passenger,0,1,1,39,40,2.50
October 31 2019,Montgomery,AL,Passenger,0,1,1,42,43,2.33
October 31 2019,New Haven,CT,Passenger,0,2,2,48,50,4.00
October 31 2019,Norfolk,VA,Passenger,2,2,4,352,356,1.12
October 31 2019,Nueces,TX,Passenger,1,1,2,92,94,2.13
October 31 2019,Pierce,WA,Truck,0,0,0,140692,140692,0.00
October 31 2019,Putnam,TN,Passenger,0,1,1,3,4,25.00
September 30 2019,Walla Walla,WA,Truck,0,0,0,13689,13689,0.00
September 30 2019,Whitman,WA,Truck,0,0,0,8605,8605,0.00
September 30 2019,Williamson,TX,Passenger,0,1,1,143,144,0.69
October 31 2019,Alexandria,VA,Passenger,1,0,1,147,148,0.68
October 31 2019,Allegheny,PA,Passenger,1,0,1,75,76,1.32
August 31 2019,Klickitat,WA,Passenger,37,35,72,15627,15699,0.46
August 31 2019,Klickitat,WA,Truck,0,0,0,8293,8293,0.00
August 31 2019,Kootenai,ID,Passenger,1,1,2,220,222,0.90
August 31 2019,Manatee,FL,Passenger,1,0,1,33,34,2.94
August 31 2019,Pacific,WA,Passenger,23,29,52,16051,16103,0.32
August 31 2019,Pierce,WA,Truck,0,0,0,140341,140341,0.00
August 31 2019,Pinellas,FL,Passenger,1,1,2,114,116,1.72
October 31 2019,San Juan,WA,Passenger,236,76,312,14409,14721,2.12
October 31 2019,Sedgwick,KS,Passenger,1,1,2,94,96,2.08
October 31 2019,Skagit,WA,Passenger,336,210,546,92606,93152,0.59
October 31 2019,Spokane,WA,Truck,1,0,1,96098,96099,0.00
October 31 2019,St. Mary's,MD,Passenger,1,0,1,220,221,0.45
October 31 2019,Thurston,WA,Passenger,1005,685,1690,199137,200827,0.84
November 30 2019,Cowlitz,WA,Passenger,114,106,220,73602,73822,0.30
November 30 2019,Cowlitz,WA,Truck,0,0,0,29034,29034,0.00
November 30 2019,Dakota,MN,Passenger,0,1,1,33,34,2.94
November 30 2019,El Paso,TX,Passenger,3,0,3,461,464,0.65
November 30 2019,Fairbanks North Star,AK,Passenger,0,1,1,101,102,0.98
November 30 2019,Fairfax,VA,Passenger,4,2,6,759,765,0.78
November 30 2019,Flathead,MT,Passenger,1,0,1,64,65,1.54
November 30 2019,Harrison,MS,Passenger,1,0,1,61,62,1.61
November 30 2019,Hawaii,HI,Passenger,1,0,1,57,58,1.72
August 31 2019,Frederick,MD,Passenger,1,1,2,80,82,2.44
August 31 2019,Garfield,WA,Passenger,0,1,1,1308,1309,0.08
August 31 2019,Grant,WA,Passenger,45,61,106,65176,65282,0.16
August 31 2019,Harrison,MS,Passenger,1,0,1,65,66,1.52
August 31 2019,Lake,IL,Passenger,1,0,1,166,167,0.60
November 30 2019,Walla Walla,WA,Truck,0,0,0,13674,13674,0.00
November 30 2019,Yakima,WA,Truck,0,0,0,59594,59594,0.00
December 31 2019,Alameda,CA,Passenger,5,1,6,290,296,2.03
December 31 2019,Arlington,VA,Passenger,0,2,2,150,152,1.32
August 31 2019,Manassas,VA,Passenger,0,1,1,7,8,12.50
August 31 2019,Maui,HI,Passenger,1,0,1,42,43,2.33
August 31 2019,Okanogan,WA,Truck,0,0,0,16479,16479,0.00
November 30 2019,Asotin,WA,Truck,0,0,0,6691,6691,0.00
November 30 2019,Berkshire,MA,Passenger,0,1,1,6,7,14.29
November 30 2019,Clallam,WA,Truck,1,0,1,21844,21845,0.00
November 30 2019,Cochise,AZ,Passenger,0,1,1,104,105,0.95
December 31 2019,Portsmouth,VA,Passenger,0,1,1,80,81,1.23
December 31 2019,Saginaw,MI,Passenger,1,0,1,11,12,8.33
December 31 2019,Santa Cruz,CA,Passenger,1,0,1,37,38,2.63
December 31 2019,Skagit,WA,Passenger,363,213,576,92643,93219,0.62
December 31 2019,Snohomish,WA,Passenger,4021,1710,5731,536136,541867,1.06
December 31 2019,Spokane,WA,Passenger,643,470,1113,315089,316202,0.35
October 31 2019,Benton,WA,Truck,0,0,0,42374,42374,0.00
October 31 2019,Carson City,NV,Passenger,1,0,1,11,12,8.33
October 31 2019,Contra Costa,CA,Passenger,2,1,3,365,368,0.82
October 31 2019,Cook,IL,Passenger,1,0,1,228,229,0.44
October 31 2019,Cumberland,NC,Passenger,0,2,2,497,499,0.40
October 31 2019,Dallas,TX,Passenger,1,0,1,216,217,0.46
August 31 2019,Polk,FL,Passenger,1,0,1,68,69,1.45
August 31 2019,Randolph,NC,Passenger,1,0,1,6,7,14.29
August 31 2019,Richmond,GA,Passenger,0,1,1,97,98,1.02
August 31 2019,San Mateo,CA,Passenger,2,1,3,114,117,2.56
August 31 2019,Shasta,CA,Passenger,1,0,1,40,41,2.44
August 31 2019,Shelby,OH,Passenger,0,1,1,1,2,50.00
August 31 2019,Skagit,WA,Truck,1,0,1,32554,32555,0.00
August 31 2019,Spokane,WA,Truck,1,0,1,95537,95538,0.00
August 31 2019,Stevens,WA,Passenger,22,29,51,31707,31758,0.16
August 31 2019,Stevens,WA,Truck,0,0,0,18715,18715,0.00
August 31 2019,Suffolk,MA,Passenger,0,1,1,37,38,2.63
August 31 2019,Tarrant,TX,Passenger,2,0,2,199,201,1.00
October 31 2019,Santa Cruz,CA,Passenger,1,0,1,36,37,2.70
October 31 2019,Shelby,TN,Passenger,0,1,1,96,97,1.03
October 31 2019,Skagit,WA,Truck,1,0,1,32560,32561,0.00
October 31 2019,Snohomish,WA,Passenger,3897,1684,5581,535144,540725,1.03
October 31 2019,Spartanburg,SC,Passenger,0,1,1,41,42,2.38
October 31 2019,Spokane,WA,Passenger,616,464,1080,314358,315438,0.34
October 31 2019,Whatcom,WA,Truck,2,0,2,43098,43100,0.00
November 30 2019,Island,WA,Passenger,363,251,614,63664,64278,0.96
November 30 2019,Island,WA,Truck,1,0,1,21316,21317,0.00
November 30 2019,Klickitat,WA,Passenger,45,38,83,15675,15758,0.53
November 30 2019,Klickitat,WA,Truck,0,0,0,8307,8307,0.00
November 30 2019,Kootenai,ID,Passenger,1,1,2,224,226,0.88
November 30 2019,Montgomery,OH,Passenger,0,1,1,48,49,2.04
December 31 2019,Valencia,NM,Passenger,1,0,1,5,6,16.67
January 31 2020,,,Passenger,6,2,8,502,510,1.57
January 31 2020,Benton,WA,Passenger,337,316,653,135340,135993,0.48
January 31 2020,Brevard,FL,Passenger,0,1,1,86,87,1.15
January 31 2020,Carroll,NH,Passenger,0,1,1,4,5,20.00
August 31 2019,Powhatan,VA,Passenger,1,0,1,0,1,100.00
August 31 2019,Prince George's,MD,Passenger,1,1,2,177,179,1.12
August 31 2019,San Diego,CA,Passenger,10,4,14,2777,2791,0.50
August 31 2019,Sangamon,IL,Passenger,1,0,1,6,7,14.29
August 31 2019,Thurston,WA,Passenger,927,660,1587,198400,199987,0.79
October 31 2019,Goochland,VA,Passenger,3,1,4,260,264,1.52
October 31 2019,Grays Harbor,WA,Passenger,95,95,190,48301,48491,0.39
October 31 2019,Harris,TX,Passenger,1,1,2,242,244,0.82
October 31 2019,Hennepin,MN,Passenger,3,1,4,98,102,3.92
December 31 2019,Charles,MD,Passenger,0,1,1,84,85,1.18
December 31 2019,Charleston,SC,Passenger,1,0,1,111,112,0.89
December 31 2019,Chelan,WA,Passenger,201,78,279,54630,54909,0.51
December 31 2019,Clallam,WA,Passenger,196,157,353,50871,51224,0.69
December 31 2019,Clallam,WA,Truck,1,0,1,21869,21870,0.00
December 31 2019,Clay,FL,Passenger,0,1,1,88,89,1.12
December 31 2019,Fairfax,VA,Passenger,4,2,6,757,763,0.79
August 31 2019,Whatcom,WA,Truck,2,0,2,43002,43004,0.00
September 30 2019,Alameda,CA,Passenger,4,1,5,292,297,1.68
September 30 2019,Arlington,VA,Passenger,0,2,2,150,152,1.32
September 30 2019,Charles,MD,Passenger,0,1,1,86,87,1.15
September 30 2019,Charleston,SC,Passenger,1,0,1,115,116,0.86
November 30 2019,Dallas,TX,Passenger,1,0,1,214,215,0.47
November 30 2019,Douglas,WA,Passenger,65,38,103,28290,28393,0.36
November 30 2019,Franklin,WA,Truck,0,0,0,19729,19729,0.00
November 30 2019,Frederick,MD,Passenger,1,1,2,84,86,2.33
November 30 2019,Garfield,WA,Passenger,0,1,1,1305,1306,0.08
November 30 2019,Grant,WA,Passenger,53,65,118,65504,65622,0.18
November 30 2019,Grays Harbor,WA,Truck,0,0,0,20748,20748,0.00
August 31 2019,Washtenaw,MI,Passenger,1,0,1,37,38,2.63
August 31 2019,Wayne,MI,Passenger,0,1,1,66,67,1.49
September 30 2019,Ada,ID,Passenger,0,2,2,302,304,0.66
September 30 2019,Albemarle,VA,Passenger,1,0,1,24,25,4.00
September 30 2019,Benton,WA,Passenger,291,297,588,134633,135221,0.43
September 30 2019,Bexar,TX,Passenger,1,5,6,645,651,0.92
January 31 2020,Cochise,AZ,Passenger,0,1,1,103,104,0.96
January 31 2020,Cowlitz,WA,Truck,0,0,0,29031,29031,0.00
January 31 2020,Denton,TX,Passenger,1,0,1,86,87,1.15
January 31 2020,Deschutes,OR,Passenger,3,0,3,142,145,2.07
January 31 2020,Douglas,NE,Passenger,0,1,1,57,58,1.72
January 31 2020,Douglas,WA,Passenger,69,39,108,28370,28478,0.38
January 31 2020,Frederick,MD,Passenger,1,1,2,82,84,2.38
October 31 2019,Yakima,WA,Truck,0,0,0,59496,59496,0.00
November 30 2019,Adams,WA,Truck,0,0,0,5185,5185,0.00
November 30 2019,Asotin,WA,Passenger,13,8,21,12656,12677,0.17
November 30 2019,Boone,MO,Passenger,0,1,1,11,12,8.33
November 30 2019,Camden,NJ,Passenger,0,1,1,22,23,4.35
November 30 2019,Clark,WA,Truck,0,0,0,81276,81276,0.00
September 30 2019,Clallam,WA,Truck,1,0,1,21841,21842,0.00
September 30 2019,Clay,FL,Passenger,0,1,1,87,88,1.14
September 30 2019,DuPage,IL,Passenger,3,0,3,62,65,4.62
December 31 2019,Harrison,MS,Passenger,1,0,1,60,61,1.64
December 31 2019,King,WA,Truck,6,1,7,182224,182231,0.00
December 31 2019,Klickitat,WA,Passenger,46,38,84,15676,15760,0.53
December 31 2019,Lake,IL,Passenger,1,0,1,163,164,0.61
November 30 2019,Jones,GA,Passenger,1,0,1,1,2,50.00
November 30 2019,Kern,CA,Passenger,0,1,1,222,223,0.45
November 30 2019,Lake,IL,Passenger,1,0,1,167,168,0.60
November 30 2019,Manassas,VA,Passenger,0,1,1,6,7,14.29
November 30 2019,Maui,HI,Passenger,1,0,1,41,42,2.38
November 30 2019,Middlesex,MA,Passenger,1,1,2,111,113,1.77
September 30 2019,Cascade,MT,Passenger,0,1,1,61,62,1.61
September 30 2019,Cochise,AZ,Passenger,0,1,1,107,108,0.93
September 30 2019,Cowlitz,WA,Truck,0,0,0,28964,28964,0.00
September 30 2019,Dakota,MN,Passenger,0,1,1,36,37,2.70
September 30 2019,DeKalb,IN,Passenger,1,0,1,1,2,50.00
September 30 2019,Fulton,GA,Passenger,0,2,2,102,104,1.92
September 30 2019,Garfield,WA,Passenger,0,1,1,1312,1313,0.08
December 31 2019,Manassas,VA,Passenger,0,1,1,5,6,16.67
December 31 2019,Maricopa,AZ,Passenger,7,6,13,1485,1498,0.87
November 30 2019,Denver,CO,Passenger,1,0,1,128,129,0.78
November 30 2019,Douglas,WA,Truck,0,0,0,12298,12298,0.00
November 30 2019,DuPage,IL,Passenger,3,0,3,64,67,4.48
November 30 2019,El Paso,CO,Passenger,2,1,3,751,754,0.40
November 30 2019,Franklin,MA,Passenger,0,1,1,1,2,50.00
November 30 2019,Guadalupe,TX,Passenger,1,0,1,66,67,1.49
January 31 2020,Grant,WA,Passenger,58,71,129,65629,65758,0.20
January 31 2020,Jefferson,WA,Passenger,224,139,363,25212,25575,1.42
January 31 2020,Lee,FL,Passenger,1,0,1,52,53,1.89
October 31 2019,Kittitas,WA,Passenger,87,45,132,29968,30100,0.44
October 31 2019,Lake,IL,Passenger,1,0,1,167,168,0.60
October 31 2019,Lewis,WA,Truck,0,0,0,26046,26046,0.00
October 31 2019,Los Angeles,CA,Passenger,9,8,17,1071,1088,1.56
October 31 2019,Maricopa,AZ,Passenger,6,6,12,1504,1516,0.79
October 31 2019,Mason,WA,Passenger,140,129,269,47572,47841,0.56
October 31 2019,Maui,HI,Passenger,1,0,1,42,43,2.33
October 31 2019,Multnomah,OR,Passenger,4,6,10,724,734,1.36
October 31 2019,Nassau,NY,Passenger,4,0,4,38,42,9.52
October 31 2019,Newport,RI,Passenger,1,0,1,86,87,1.15
November 30 2019,Pacific,WA,Passenger,29,30,59,16119,16178,0.36
November 30 2019,Pierce,WA,Passenger,2085,1636,3721,547617,551338,0.67
November 30 2019,Pierce,WA,Truck,0,0,0,140704,140704,0.00
November 30 2019,Pinellas,FL,Passenger,1,1,2,107,109,1.83
November 30 2019,Polk,FL,Passenger,1,0,1,66,67,1.49
November 30 2019,Prince George's,MD,Passenger,1,1,2,172,174,1.15
November 30 2019,Randolph,NC,Passenger,1,0,1,7,8,12.50
November 30 2019,San Mateo,CA,Passenger,1,1,2,120,122,1.64
November 30 2019,Shasta,CA,Passenger,1,0,1,38,39,2.56
November 30 2019,Shelby,OH,Passenger,0,1,1,1,2,50.00
November 30 2019,Skagit,WA,Passenger,347,210,557,92580,93137,0.60
November 30 2019,Skagit,WA,Truck,1,0,1,32544,32545,0.00
November 30 2019,Spokane,WA,Truck,1,0,1,96224,96225,0.00
November 30 2019,Stevens,WA,Passenger,31,30,61,31607,31668,0.19
December 31 2019,Prince George's,MD,Passenger,1,1,2,170,172,1.16
December 31 2019,Randolph,NC,Passenger,1,0,1,7,8,12.50
December 31 2019,Shelby,OH,Passenger,0,1,1,1,2,50.00
December 31 2019,Tulsa,OK,Passenger,1,1,2,47,49,4.08
December 31 2019,Wahkiakum,WA,Passenger,4,3,7,3042,3049,0.23
December 31 2019,Washtenaw,MI,Passenger,1,0,1,38,39,2.56
September 30 2019,Harris,TX,Passenger,1,1,2,244,246,0.81
September 30 2019,Jones,GA,Passenger,1,0,1,1,2,50.00
September 30 2019,Kent,MI,Passenger,0,1,1,23,24,4.17
September 30 2019,Kitsap,WA,Truck,1,0,1,54222,54223,0.00
September 30 2019,Lake,IL,Passenger,1,0,1,166,167,0.60
September 30 2019,Lewis,WA,Passenger,107,101,208,59363,59571,0.35
September 30 2019,Manassas,VA,Passenger,0,1,1,6,7,14.29
September 30 2019,Maricopa,AZ,Passenger,7,5,12,1510,1522,0.79
November 30 2019,Montgomery,TX,Passenger,1,0,1,56,57,1.75
November 30 2019,New London,CT,Passenger,0,2,2,250,252,0.79
November 30 2019,Pend Oreille,WA,Truck,0,0,0,5734,5734,0.00
November 30 2019,Placer,CA,Passenger,1,0,1,96,97,1.03
November 30 2019,Ramsey,MN,Passenger,1,0,1,41,42,2.38
November 30 2019,Saginaw,MI,Passenger,1,0,1,11,12,8.33
November 30 2019,San Diego,CA,Passenger,9,4,13,2829,2842,0.46
November 30 2019,San Juan,WA,Truck,0,0,0,5930,5930,0.00
December 31 2019,Wayne,MI,Passenger,0,1,1,61,62,1.61
November 30 2019,Jefferson,CO,Passenger,0,2,2,61,63,3.17
November 30 2019,Juneau,AK,Passenger,0,2,2,28,30,6.67
November 30 2019,Kitsap,WA,Truck,1,0,1,54416,54417,0.00
November 30 2019,Lake,FL,Passenger,1,0,1,20,21,4.76
November 30 2019,Lewis,WA,Passenger,109,103,212,59512,59724,0.35
November 30 2019,Whatcom,WA,Truck,2,0,2,43151,43153,0.00
December 31 2019,Alexandria,VA,Passenger,1,0,1,147,148,0.68
December 31 2019,Calvert,MD,Passenger,0,2,2,90,92,2.17
January 31 2020,Pacific,WA,Passenger,30,31,61,16099,16160,0.38
January 31 2020,Pend Oreille,WA,Passenger,8,7,15,9470,9485,0.16
January 31 2020,Pinal,AZ,Passenger,1,0,1,190,191,0.52
January 31 2020,Powhatan,VA,Passenger,1,0,1,0,1,100.00
January 31 2020,Prince William,VA,Passenger,2,3,5,233,238,2.10
January 31 2020,RÃ­o Grande,PR,Passenger,1,0,1,1,2,50.00
January 31 2020,Richmond,GA,Passenger,0,1,1,94,95,1.05
September 30 2019,Grant,WA,Passenger,48,63,111,65177,65288,0.17
September 30 2019,Houston,GA,Passenger,1,0,1,53,54,1.85
September 30 2019,Island,WA,Truck,0,0,0,21296,21296,0.00
September 30 2019,Jefferson,NY,Passenger,0,2,2,216,218,0.92
September 30 2019,King,WA,Passenger,20426,7283,27709,1395012,1422721,1.95
September 30 2019,Kootenai,ID,Passenger,1,1,2,222,224,0.89
September 30 2019,Lincoln,WA,Truck,0,0,0,4690,4690,0.00
October 31 2019,Okanogan,WA,Passenger,24,28,52,26249,26301,0.20
October 31 2019,San Francisco,CA,Passenger,2,1,3,97,100,3.00
October 31 2019,Sangamon,IL,Passenger,1,0,1,5,6,16.67
October 31 2019,Santa Clara,CA,Passenger,5,2,7,364,371,1.89
October 31 2019,Santa Rosa,FL,Passenger,1,0,1,87,88,1.14
October 31 2019,Skamania,WA,Truck,0,0,0,4101,4101,0.00
October 31 2019,Snohomish,WA,Truck,0,0,0,123009,123009,0.00
September 30 2019,Mason,WA,Passenger,133,129,262,47451,47713,0.55
September 30 2019,Montgomery,TX,Passenger,1,0,1,58,59,1.69
September 30 2019,Newport,RI,Passenger,1,0,1,85,86,1.16
September 30 2019,Norfolk,VA,Passenger,2,2,4,350,354,1.13
September 30 2019,Nueces,TX,Passenger,1,1,2,92,94,2.13
November 30 2019,Santa Rosa,FL,Passenger,1,0,1,88,89,1.12
November 30 2019,Valencia,NM,Passenger,1,0,1,5,6,16.67
November 30 2019,Wayne,MI,Passenger,0,1,1,63,64,1.56
November 30 2019,Yakima,WA,Passenger,117,116,233,166002,166235,0.14
December 31 2019,Adams,WA,Passenger,6,7,13,12936,12949,0.10
December 31 2019,Albemarle,VA,Passenger,1,0,1,26,27,3.70
December 31 2019,Arapahoe,CO,Passenger,1,0,1,138,139,0.72
December 31 2019,Asotin,WA,Truck,0,0,0,6706,6706,0.00
December 31 2019,Contra Costa,CA,Passenger,3,1,4,351,355,1.13
December 31 2019,Dallas,TX,Passenger,1,0,1,212,213,0.47
December 31 2019,Douglas,WA,Passenger,67,38,105,28302,28407,0.37
December 31 2019,Fort Bend,TX,Passenger,1,0,1,47,48,2.08
December 31 2019,Frederick,MD,Passenger,1,1,2,82,84,2.38
January 31 2020,Clark,WA,Truck,0,0,0,81763,81763,0.00
January 31 2020,Collin,TX,Passenger,1,1,2,131,133,1.50
January 31 2020,Columbia,WA,Truck,0,0,0,1534,1534,0.00
January 31 2020,Denver,CO,Passenger,1,0,1,124,125,0.80
January 31 2020,Douglas,WA,Truck,0,0,0,12309,12309,0.00
January 31 2020,El Paso,TX,Passenger,3,0,3,453,456,0.66
January 31 2020,Grays Harbor,WA,Truck,0,0,0,20824,20824,0.00
January 31 2020,Greene,MO,Passenger,0,1,1,30,31,3.23
November 30 2019,New Haven,CT,Passenger,0,2,2,47,49,4.08
November 30 2019,Nueces,TX,Passenger,1,1,2,88,90,2.22
November 30 2019,Owyhee,ID,Passenger,1,0,1,3,4,25.00
November 30 2019,Palm Beach,FL,Passenger,0,1,1,79,80,1.25
November 30 2019,Richland,SC,Passenger,0,1,1,162,163,0.61
November 30 2019,Rogers,OK,Passenger,1,0,1,6,7,14.29
November 30 2019,Snohomish,WA,Passenger,3943,1707,5650,535444,541094,1.04
November 30 2019,Spokane,WA,Passenger,631,470,1101,314655,315756,0.35
October 31 2019,Tuolumne,CA,Passenger,0,1,1,11,12,8.33
October 31 2019,Twin Falls,ID,Passenger,0,1,1,26,27,3.70
October 31 2019,Vigo,IN,Passenger,1,0,1,6,7,14.29
October 31 2019,Volusia,FL,Passenger,0,1,1,39,40,2.50
October 31 2019,Wahkiakum,WA,Truck,0,0,0,1752,1752,0.00
October 31 2019,Walla Walla,WA,Truck,0,0,0,13671,13671,0.00
October 31 2019,Washoe,NV,Passenger,2,0,2,106,108,1.85
October 31 2019,Washtenaw,MI,Passenger,1,0,1,36,37,2.70
October 31 2019,Wayne,MI,Passenger,0,1,1,64,65,1.54
November 30 2019,,,Passenger,6,2,8,505,513,1.56
September 30 2019,Mason,WA,Truck,0,0,0,20441,20441,0.00
September 30 2019,Montgomery,AL,Passenger,0,1,1,43,44,2.27
September 30 2019,Okanogan,WA,Truck,0,0,0,16495,16495,0.00
September 30 2019,Pierce,WA,Truck,0,0,0,140475,140475,0.00
December 31 2019,Grant,WA,Truck,0,0,0,27005,27005,0.00
December 31 2019,Juneau,AK,Passenger,0,2,2,29,31,6.45
September 30 2019,Saginaw,MI,Passenger,1,0,1,11,12,8.33
September 30 2019,Santa Cruz,CA,Passenger,1,0,1,36,37,2.70
September 30 2019,Snohomish,WA,Passenger,3740,1662,5402,533958,539360,1.00
September 30 2019,Tulsa,OK,Passenger,1,1,2,48,50,4.00
September 30 2019,Valencia,NM,Passenger,1,0,1,6,7,14.29
September 30 2019,Wahkiakum,WA,Passenger,2,3,5,3050,3055,0.16
December 31 2019,Benton,WA,Passenger,315,309,624,135257,135881,0.46
December 31 2019,Berkshire,MA,Passenger,0,1,1,6,7,14.29
December 31 2019,Cascade,MT,Passenger,0,1,1,58,59,1.69
December 31 2019,Columbia,WA,Truck,0,0,0,1537,1537,0.00
December 31 2019,Cowlitz,WA,Truck,0,0,0,29039,29039,0.00
December 31 2019,Dakota,MN,Passenger,0,1,1,32,33,3.03
December 31 2019,DeKalb,IN,Passenger,1,0,1,1,2,50.00
January 31 2020,San Diego,CA,Passenger,10,6,16,2803,2819,0.57
January 31 2020,Shasta,CA,Passenger,1,0,1,35,36,2.78
January 31 2020,Skamania,WA,Passenger,29,19,48,8771,8819,0.54
January 31 2020,Suffolk,MA,Passenger,0,1,1,36,37,2.70
January 31 2020,Tarrant,TX,Passenger,2,0,2,186,188,1.06
January 31 2020,Whatcom,WA,Passenger,1032,487,1519,151809,153328,0.99
February 29 2020,Adams,WA,Passenger,7,7,14,12913,12927,0.11
February 29 2020,Alexandria,VA,Passenger,1,0,1,144,145,0.69
January 31 2020,Klickitat,WA,Truck,0,0,0,8300,8300,0.00
January 31 2020,Lake,FL,Passenger,1,0,1,20,21,4.76
January 31 2020,Middlesex,MA,Passenger,1,1,2,108,110,1.82
January 31 2020,Moore,NC,Passenger,0,1,1,167,168,0.60
November 30 2019,Bexar,TX,Passenger,1,5,6,643,649,0.92
November 30 2022,Cowlitz,WA,Passenger,389,189,578,70253,70831,0.82
November 30 2022,Dallas,TX,Passenger,1,0,1,89,90,1.11
November 30 2022,Galveston,TX,Passenger,0,1,1,16,17,5.88
August 31 2022,Kern,CA,Passenger,0,1,1,185,186,0.54
August 31 2022,Kitsap,WA,Passenger,2524,1095,3619,178143,181762,1.99
August 31 2022,Lincoln,WA,Truck,0,0,0,4844,4844,0.00
August 31 2022,Loudoun,VA,Passenger,2,1,3,59,62,4.84
August 31 2022,Marin,CA,Passenger,0,1,1,28,29,3.45
August 31 2022,Montgomery,AL,Passenger,0,1,1,33,34,2.94
August 31 2022,New London,CT,Passenger,2,5,7,191,198,3.54
August 31 2022,Orange,CA,Passenger,6,2,8,321,329,2.43
August 31 2022,New Haven,CT,Passenger,0,2,2,26,28,7.14
August 31 2022,Norfolk,VA,Passenger,2,3,5,275,280,1.79
August 31 2022,Nueces,TX,Passenger,1,0,1,51,52,1.92
August 31 2022,Richmond,NY,Passenger,1,0,1,5,6,16.67
August 31 2022,Rock Island,IL,Passenger,0,1,1,15,16,6.25
August 31 2022,Rockingham,NH,Passenger,1,0,1,18,19,5.26
August 31 2022,Rogers,OK,Passenger,1,0,1,2,3,33.33
November 30 2022,Rockingham,NH,Passenger,1,0,1,16,17,5.88
November 30 2022,San Bernardino,CA,Passenger,1,1,2,286,288,0.69
November 30 2022,Santa Cruz,CA,Passenger,1,0,1,18,19,5.26
November 30 2022,Snohomish,WA,Passenger,9879,2718,12597,530464,543061,2.32
November 30 2022,Cowlitz,WA,Truck,4,0,4,28395,28399,0.01
November 30 2022,Cumberland,NC,Passenger,1,2,3,329,332,0.90
November 30 2022,Douglas,NE,Passenger,2,2,4,31,35,11.43
November 30 2022,Fairbanks North Star,AK,Passenger,0,1,1,63,64,1.56
November 30 2022,Grays Harbor,WA,Passenger,243,161,404,48637,49041,0.82
November 30 2022,Hamilton,OH,Truck,1,0,1,3,4,25.00
November 30 2022,Island,WA,Truck,15,0,15,21261,21276,0.07
November 30 2022,Jefferson,NY,Passenger,0,1,1,184,185,0.54
October 31 2022,Yakima,WA,Passenger,393,214,607,166428,167035,0.36
October 31 2022,Yellowstone,MT,Passenger,0,1,1,15,16,6.25
November 30 2022,Benton,WA,Truck,7,0,7,43389,43396,0.02
November 30 2022,Chelan,WA,Truck,11,0,11,23115,23126,0.05
November 30 2022,Clark,WA,Passenger,4779,1979,6758,314839,321597,2.10
November 30 2022,Clark,WA,Truck,39,0,39,81991,82030,0.05
November 30 2022,Columbia,WA,Truck,0,0,0,1597,1597,0.00
November 30 2022,Chelan,WA,Passenger,525,142,667,54275,54942,1.21
November 30 2022,Clallam,WA,Passenger,468,261,729,49429,50158,1.45
